Level,players,Attempts,Relative Churn,Global Churn,APS,Pure APS,% Revived,% Used Boosters,% Used PG Boosters,Avg Win (s),Avg Lose (s),Avg Moves Left,Avg Targets Left,Avg Switch,Avg Slingshots,Avg Hammers,Avg Rockets,Avg Colors,Avg PG Color,Avg PG Electric,Multi Stacks,Avg Combo,Avg SuperCombo,Avg MegaCombo,Avg BigCombo,Avg Electrics,Avg hottestTiles,hottestTile Progression,Momentum hottestTile,Momentum ColorRush,Avg inGameCoins,Quits
Level 665,16,27,0%,0%,1.08,9,25%,0%,0%,196,291,3,,0,0,0,0,0,0,0,10,2.6,0.7,0.2,1.8,0,0.2,0,0,0.1,3.11,0
Level 666,16,27,0%,0%,1.08,13.5,50%,50%,0%,185,259,6,268,0.17,0,0,0.83,0.17,0,0,10,2.18,0.82,0.27,1.45,0.18,0.18,0,0,0.09,2.7,0
Level 667,16,29,0%,0%,1.16,7.25,13%,25%,0%,173,234,5,17,0.13,0.13,0.13,0.13,0,0,0,6,2.69,0.77,0.15,0.85,0.15,0.08,0,0,0.08,1.5,0
Level 668,16,34,6%,0%,1.48,8.5,0%,27%,0%,226,177,14,66,0,0,0.55,0,0,0,0,6,2,0.63,0.19,1.13,0.13,0.19,0,0.06,0.13,1.6,0
Level 669,15,24,0%,0%,1.04,8,0%,25%,0%,154,475,2,,0,0,0.25,0,0,0,0,10,3,0.9,0.3,2,0.2,0.3,0,0.1,0.2,7.67,0
Level 670,15,23,0%,0%,1,5.75,0%,0%,0%,167,,9,,0.25,0,0,0,0,0,0,10,2.67,0.56,0.22,2.44,0.11,0.22,0,0.11,0.33,2.63,0
Level 671,15,25,0%,0%,1.09,6.25,0%,0%,0%,163,,14,1,0,0,0,0,0,0,0,16,3.8,1,0.1,2.9,0.3,0.1,0,0.1,0.3,4.33,0
Level 672,15,33,0%,0%,1.43,11,0%,9%,0%,169,177,2,126,0.09,0,0.09,0,0,0,0,4,1.25,0.19,0,1.13,0,0,0,0.06,0.13,1.47,0
Level 673,15,23,0%,0%,1,5.75,0%,0%,0%,152,,9,,0.5,0,0,0,0,0,0,11,2.67,0.78,0.11,2.67,0,0.11,0,0.11,0.22,2.25,0
Level 674,15,25,13%,0%,1.09,6.25,0%,0%,0%,157,383,12,91,0.2,0,0,0,0,0,0,13,3.6,1.6,0.5,2,0.4,0.4,0,0,0.1,3.44,0
Level 675,13,19,0%,0%,1,19,50%,0%,0%,177,,6,,0,0,0,0,0,0,0,18,3.14,1.43,0.71,3,0.43,0.57,0,0.14,0.14,3.17,0
Level 676,13,19,0%,0%,1,9.5,0%,0%,0%,153,,20,,0,0,0,0,0,0,0,17,2.43,1,0.29,2.43,0.29,0.29,0.14,0.14,0.29,5.5,0
Level 677,13,19,0%,0%,1,9.5,0%,0%,0%,169,,0,,0.5,0,0,0,0,0,0,12,2.71,0.43,0.29,2,0.14,0.14,0,0.14,0.29,3.33,0
Level 678,13,21,0%,0%,1.11,10.5,0%,0%,0%,127,,9,,1,0,0,0,0,0,0,17,1.86,1,0.29,1.57,0.14,0.29,0,0.14,0.14,3.67,0
Level 679,13,19,0%,0%,1,9.5,0%,0%,0%,170,,15,,0,0,0,0,0,0,0,16,3,0.29,0.71,2.14,0,0.14,0,0.14,0.14,4,0
Level 680,13,19,0%,0%,1,19,50%,50%,0%,113,,6,,0.5,0,0,0,0.5,0,0,2,0.57,0.43,0,0.29,0,0,0.14,0.14,0.29,1,0
Level 681,13,19,0%,0%,1,9.5,0%,0%,0%,167,,1,,0,0,0,0,0,0,0,11,1.75,0.25,0.13,1.38,0.13,0.13,0.13,0.13,0.25,4.67,0
Level 682,13,21,0%,0%,1.11,10.5,0%,0%,0%,163,174,4,10,0.25,0,0,0,0,0,0,11,1.9,0.9,0.5,1.7,0.3,0.4,0,0,0.1,3.5,0
Level 683,13,19,0%,0%,1,9.5,0%,0%,0%,182,,6,,0.5,0,0,0,0,0,0,23,3.25,1.13,0.38,2.63,0.75,0.38,0,0,0.13,5.83,0
Level 684,13,20,0%,0%,1.05,10,0%,0%,0%,149,147,7,,0,0,0,0,0,0,0,9,3.11,0.89,0.33,1.22,0.56,0,0,0,0,3.43,0
Level 685,13,19,0%,0%,1,9.5,0%,0%,0%,219,,5,,0,0,0,0,0,0,0,20,2.75,1,0.38,2.88,0.25,0.25,0,0,0,2.17,0
Level 686,13,19,0%,0%,1,19,0%,50%,0%,151,,15,,0.5,0.5,0,0,0,0,0,15,3,0.75,0.75,2.5,0.38,0.63,0,0,0,4.67,0
Level 687,13,19,0%,0%,1,19,0%,50%,0%,156,,13,,0,1,0,0,0,0,0,20,3.63,0.5,0.5,2.63,0,0.25,0,0,0,6.67,0
Level 688,13,19,0%,0%,1,19,50%,0%,0%,163,,4,,0,0,0,0,0,0,0,22,3.25,0.88,0.13,3.5,0.13,0.13,0,0,0,6.33,0
Level 689,13,20,0%,0%,1.05,10,0%,0%,0%,161,264,6,,0,0,0,0,0,0,0,18,3.13,0.38,0.25,2.5,0.13,0,0,0,0,9,0
Level 690,13,21,0%,0%,1.11,21,0%,50%,0%,231,,7,,0,1,0,0,0,0,0,14,2.5,0.88,0.63,2.75,0.38,0.5,0,0,0,3.83,0
Level 691,13,20,0%,0%,1.05,10,0%,0%,0%,226,333,3,,0,0,0,0,0,0,0,13,2.63,0.75,0.25,2.5,0,0.13,0,0,0,5.17,0
Level 692,13,23,0%,0%,1.21,11.5,0%,0%,0%,195,,4,,0,0,0,0,0,0,0,15,2.38,1.25,0.38,2.38,0.5,0.25,0,0,0,2.83,0
Level 693,13,21,0%,0%,1.11,7,0%,0%,0%,170,233,2,,0,0,0,0,0,0,0,14,2.67,0.89,0.44,2.89,0.56,0.33,0,0,0.11,2.86,0
Level 694,13,21,0%,0%,1.11,7,0%,0%,0%,190,231,9,288,0,0,0,0,0,0,0,11,2.4,1.3,0.1,2.3,0.7,0,0,0,0.1,4.63,0
Level 695,13,20,0%,0%,1.05,10,33%,0%,0%,140,,2,,0,0,0,0,0,0,0,11,2.5,1.25,0.13,2.13,0.38,0,0,0,0.13,2,0
Level 696,13,19,0%,0%,1,6.33,0%,0%,0%,190,,7,,0,0,0,0,0,0,0,15,4.13,0.38,0.25,2.63,0,0.25,0,0,0.25,3.33,0
Level 697,13,21,0%,0%,1.11,10.5,0%,33%,0%,177,56,8,,0,0,0,0.33,0,0,0,14,1.73,1.09,0.09,2.45,0.45,0.09,0,0,0.27,4.14,0
Level 698,13,21,0%,0%,1.11,7,0%,0%,0%,184,285,4,127,0,0,0,0,0,0,0,10,2.8,1.4,0.4,1.5,0.3,0.4,0,0.1,0.2,4.57,0
Level 699,13,21,0%,0%,1.11,7,0%,0%,0%,197,243,9,62,0,0,0,0,0,0,0,14,2.9,1.1,0.4,3,0.5,0.3,0,0.1,0.2,3.14,0
Level 700,13,19,0%,0%,1,6.33,0%,25%,0%,146,,7,,0,0.75,0.25,0,0,0,0,6,0.8,0.7,0.1,1.1,0.3,0,0,0,0.1,1.67,0
Level 701,13,19,0%,0%,1,6.33,0%,25%,25%,158,,9,,1.5,0.75,0,0.75,0.25,0,0.25,11,1.7,0.8,0.2,2.5,0.4,0.2,0,0,0.1,2.83,0
Level 702,13,19,0%,0%,1,9.5,25%,25%,25%,182,,6,,0.75,0,0,0.25,0,0,0,18,3.6,0.9,0.3,3.1,0.2,0.3,0,0,0.2,5.17,0
Level 703,13,23,0%,0%,1.21,23,0%,75%,0%,207,371,5,,0,1,1.25,0.5,0.5,0,0,8,1.3,1,0.1,1.8,0.2,0.1,0,0,0.2,2.5,0
Level 704,13,21,0%,0%,1.11,7,0%,25%,0%,190,493,11,,0.5,1,0,0.75,0,0,0,10,2.73,0.53,0.4,3,0.33,0.4,0,0,0.07,4.63,0
Level 705,13,21,0%,0%,1.11,7,0%,20%,0%,137,174,7,70,0,0.2,0,0,0.2,0,0,10,1.64,0.73,0.18,1.64,0.36,0.09,0,0,0.18,2.25,0
Level 706,13,20,0%,0%,1.05,6.67,0%,25%,0%,162,42,7,,0.25,0,0,0.75,0,0,0,9,2.4,0.6,0.2,2.5,0.2,0.2,0,0,0.2,5.71,0
Level 707,13,19,0%,0%,1,6.33,0%,25%,0%,216,,5,,0,0,0,0,0.25,0,0,13,2.33,0.56,0.56,2.11,0.33,0.44,0,0.11,0.33,1.86,0
Level 708,13,19,0%,0%,1,6.33,0%,25%,0%,212,,7,,0.25,0,0,0.25,0,0,0,11,2.45,0.73,0,2.73,0.18,0,0,0.09,0.27,3.44,0
Level 709,13,19,0%,0%,1,6.33,0%,25%,0%,178,,7,,0.75,0.25,0,0.5,0,0,0,28,3.33,1.56,1.11,2.56,0.44,0.56,0,0,0.33,3.57,0
Level 710,13,21,0%,0%,1.11,7,0%,25%,0%,177,247,8,,0.5,0.5,0,0,0,0,0,21,2.2,0.7,0.2,2.4,0.2,0.1,0,0.1,0.2,2.29,0
Level 711,13,19,0%,0%,1,4.75,0%,0%,0%,165,,5,,0,0,0,0,0,0,0,12,2.67,0.56,0.33,1.78,0,0.33,0.22,0.11,0.11,3.43,0
Level 712,13,19,0%,0%,1,6.33,0%,25%,0%,123,,6,,0,1,0,0.25,0,0,0,11,2.11,0.78,0.22,2.33,0.44,0.22,0,0.11,0.11,2.86,0
Level 713,13,22,0%,0%,1.16,7.33,25%,25%,0%,229,248,3,,0.25,0.75,0,0.25,0,0,0,10,3.8,1.1,0.2,2.4,0.6,0.2,0.1,0.1,0.1,2.29,0
Level 714,13,19,0%,0%,1,6.33,25%,25%,0%,225,,7,,0.25,0.25,0,1.25,0,0,0,24,2.44,1,0.67,2.33,0.11,0.67,0.11,0.11,0.11,7.86,0
Level 715,13,21,0%,0%,1.11,10.5,0%,50%,0%,193,,8,,0,0.5,0.25,0.25,0.25,0,0,11,2,1,0.33,1.78,0.67,0.33,0,0.11,0.11,2.71,0
Level 716,13,19,0%,0%,1,9.5,25%,25%,25%,199,,4,,0.5,0,0,1,0,0,0.25,13,2.56,1.11,0.11,2.56,0.44,0,0,0,0.11,3.14,0
Level 717,13,19,0%,0%,1,6.33,0%,25%,0%,167,,9,,0,0,0,0.25,0,0,0,14,3.33,1,0.56,1.56,0.44,0.22,0,0,0.11,3.71,0
Level 718,13,19,0%,0%,1,9.5,0%,50%,0%,202,,4,,0,2.25,0,0,0.25,0,0,16,2.78,0.67,0.44,2.89,0.11,0.33,0,0,0.22,7,0
Level 719,13,19,0%,0%,1,4.75,0%,0%,0%,134,,19,,0,0,0,0,0,0,0,17,2.88,0.63,0.38,2.63,0,0.13,0,0,0.25,7.57,0
Level 720,13,19,0%,0%,1,6.33,0%,25%,0%,178,,1,,0.25,0.5,0,1.25,0,0,0,5,1.38,0.25,0.25,0.63,0.25,0.25,0,0,0.25,1.57,0
Level 721,13,19,0%,0%,1,6.33,0%,25%,0%,206,,10,,0,0,0.25,0,0,0,0,17,2.75,1.38,0,2,0.25,0,0.13,0.13,0.25,3,0
Level 722,13,21,0%,0%,1.11,7,0%,25%,0%,167,212,9,,0.25,0.5,0,0.5,0,0,0,6,1.78,0.11,0.33,1.56,0.11,0.44,0.11,0.11,0.22,1.86,0
Level 723,13,19,0%,0%,1,6.33,0%,25%,0%,142,,9,,0.25,0.5,0,0.5,0,0,0,16,2.75,0.63,0.38,1.63,0.13,0.25,0.25,0.25,0.25,2.71,0
Level 724,13,19,0%,0%,1,6.33,0%,25%,25%,153,,13,,0,0,0.25,0,0,0.25,0,25,3.25,1.38,0.75,3.63,0.13,0.63,0.25,0.25,0.25,6.57,0
Level 725,13,20,0%,0%,1.05,6.67,20%,40%,0%,201,48,16,52,0.2,0,0,0.8,0.2,0,0,8,2,0.89,0.22,1.33,0.11,0.22,0.11,0.22,0.22,1.75,0
Level 726,13,23,0%,0%,1.21,7.67,0%,25%,25%,208,306,6,,0,0.25,0,0.25,0,0.25,0,9,2.6,0.6,0.3,1.5,0.3,0.2,0.1,0.2,0.2,4.43,0
Level 727,13,21,0%,0%,1.11,7,25%,0%,0%,169,,7,,0,0,0,0,0,0,0,7,2.67,0.33,0.22,1.67,0.22,0.22,0.11,0.22,0.22,1.71,0
Level 728,13,23,0%,0%,1.21,7.67,0%,25%,25%,158,284,4,,0.25,2.25,0,0.75,0,0,0,9,2.89,0.56,0.11,1.67,0.33,0.33,0.22,0.22,0.22,5,0
Level 729,13,21,0%,0%,1.11,7,0%,25%,0%,166,223,8,,0,0,0,0,0.25,0,0,11,2.63,0.5,0.25,2.13,0.38,0,0.25,0.25,0.25,2.71,0
Level 730,13,19,0%,0%,1,4.75,0%,0%,0%,158,,8,,0,0,0,0,0,0,0,7,1.27,0.36,0.09,1.18,0.36,0.27,0.09,0.18,0.18,2.7,0
Level 731,13,23,0%,0%,1.21,7.67,0%,25%,0%,177,251,7,,0.25,0,0,0.25,0,0,0,17,2.88,0.75,0.5,2.25,0.13,0.5,0.13,0.13,0.13,5,0
Level 732,13,23,0%,0%,1.21,5.75,0%,0%,25%,139,239,6,,0,0,0,0,0,0.25,0.25,8,2.4,0.9,0.4,3.1,0.5,0.3,0.1,0.1,0.1,1.71,0
Level 733,13,19,0%,0%,1,4.75,0%,0%,25%,183,,7,,0.75,0,0,0,0,0.25,0.25,10,2.63,0.63,0.63,1.75,0.25,0.25,0.13,0.13,0.13,2.14,0
Level 734,13,19,0%,0%,1,6.33,0%,25%,0%,149,,7,,0,0.75,0,0.25,0,0,0,9,2.22,0.56,0.56,1.67,0.44,0.56,0.11,0.22,0.22,2,0
Level 735,13,19,0%,0%,1,4.75,0%,0%,0%,151,,6,,0,0,0,0,0,0,0,15,3.22,0.78,0.44,2.33,0.56,0.33,0.11,0.22,0.44,2.43,0
Level 736,13,19,0%,0%,1,9.5,25%,50%,0%,181,,4,,0.5,0.75,0.75,0.25,0,0,0,12,2.33,0.89,0.11,2.22,0.44,0.11,0,0.11,0.44,1.71,0
Level 737,13,20,0%,0%,1.05,20,0%,75%,0%,165,41,5,,0,0,0.25,0.75,0.25,0,0,7,1.78,0.44,0.33,1.33,0.22,0.33,0,0.11,0.33,2.71,0
Level 738,13,20,0%,0%,1.05,20,25%,50%,0%,198,237,8,,0.25,0.75,0.5,0,0,0,0,11,2.2,1,0.2,2.7,0.5,0.2,0.1,0.1,0.2,2.29,0
Level 739,13,23,0%,0%,1.21,7.67,14%,43%,0%,135,265,3,60,0.29,2.71,0,1.14,0,0,0,11,3.25,1.08,0.33,1.58,0.17,0.25,0,0,0.08,3.6,0
Level 740,13,20,0%,0%,1.05,10,0%,40%,0%,143,358,4,17,0.2,0.4,0,0,0,0,0,10,1.5,0.7,0.1,0.6,0.3,0.1,0,0.1,0.2,2.13,0
Level 741,13,19,0%,0%,1,4.75,0%,0%,0%,219,,6,,0.75,0,0,0,0,0,0,12,3.78,0.89,0.44,1.89,0.33,0.33,0,0.11,0.33,3.71,0
Level 742,13,21,0%,0%,1.11,7,0%,25%,0%,218,358,6,,1.25,0.5,0,0,0,0,0,8,1.22,0.56,0.11,1.44,0.56,0.11,0,0.11,0.33,1.86,0
Level 743,13,19,0%,0%,1,6.33,25%,25%,0%,207,,7,,0,0.25,0,0.25,0,0,0,19,3.22,1,0.56,2.89,0.33,0.56,0,0,0.33,5.86,0
Level 744,13,19,0%,0%,1,4.75,0%,0%,0%,217,,3,,0.25,0,0,0,0,0,0,30,2.7,1,0.6,2.2,0.2,0.6,0,0,0.3,8.88,0
Level 745,13,20,0%,0%,1.05,10,0%,50%,0%,173,200,1,,0,0.5,0,0.75,0.25,0,0,10,3,1,0,1.2,0.2,0,0.1,0.1,0.2,2.75,0
Level 746,13,21,8%,0%,1.17,7,20%,20%,0%,158,159,6,10,0.6,0,0,0.8,0,0,0,8,2.25,0.5,0.08,2,0.08,0.17,0.08,0.17,0.17,2.1,0
Level 747,12,20,0%,0%,1.11,6.67,0%,25%,0%,177,225,11,,0.25,0.5,0,1.5,0,0,0,8,2.8,0.3,0.2,2,0.1,0,0.2,0.2,0.2,3.71,0
Level 748,12,18,0%,0%,1,4.5,0%,0%,0%,229,,9,,0,0,0,0,0,0,0,12,2.78,0.78,0.22,1.44,0.33,0.11,0.11,0.22,0.22,3,0
Level 749,12,18,0%,0%,1,6,25%,0%,0%,151,,10,,0,0,0,0,0,0,0,20,3.22,0.33,0,1.33,0,0,0.22,0.22,0.22,7.14,0
Level 750,12,18,0%,0%,1,6,0%,25%,0%,191,,13,,0,0,0,0.25,0,0,0,17,3.56,1.56,0.67,2.44,0.56,0.67,0.11,0.11,0.22,5.86,0
Level 751,12,20,0%,0%,1.11,10,25%,25%,0%,131,207,5,,0.5,0.75,0,1.75,0,0,0,22,3,1.22,0.67,3.33,0.33,0.56,0.11,0.11,0.22,4.43,0
Level 752,12,20,0%,0%,1.11,6.67,14%,0%,0%,114,498,10,1,0,0,0,0,0,0,0,15,1.79,0.64,0.21,0.71,0.07,0,0.14,0.07,0.07,4.9,0
Level 753,12,18,0%,0%,1,4.5,0%,0%,0%,155,,8,,0,0,0,0,0,0,0,12,1.44,0.22,0.11,1.67,0.11,0,0.11,0.11,0.11,3.71,0
Level 754,12,20,0%,0%,1.11,6.67,25%,25%,0%,142,329,15,,0.25,1.5,0,1.25,0,0,0,11,3.55,0.73,0.27,2.27,0.18,0.18,0.09,0.09,0.09,3.22,0
Level 755,12,19,0%,0%,1.06,4.75,0%,0%,0%,204,,9,301,0,0,0,0,0,0,0,7,2.36,0.55,0.27,1.73,0.18,0.27,0.09,0.09,0.09,2.56,0
Level 756,12,21,0%,0%,1.17,7,0%,25%,0%,230,250,5,,0,0,0,0,0.5,0,0,14,3.7,0.7,0.2,1.4,0.1,0.1,0.1,0.1,0.1,3.56,0
Level 757,12,19,0%,0%,1.06,9.5,25%,25%,0%,220,183,5,,0,0,0,0.5,0,0,0,15,2.67,0.44,0.22,1.56,0.11,0.11,0.11,0.11,0.11,4.25,0
Level 758,12,26,0%,0%,1.44,26,17%,33%,17%,146,222,5,81,0.33,2.83,0,0.17,0.17,0,0.17,8,2.57,0.64,0.29,1.86,0.29,0.29,0.07,0.07,0.07,3,0
Level 759,12,19,0%,0%,1.06,4.75,0%,0%,0%,181,,12,106,0,0,0,0,0,0,0,9,2.4,0.6,0.3,1.4,0.2,0.2,0.1,0.1,0.1,2.11,0
Level 760,12,19,8%,0%,1.06,4.75,0%,0%,25%,148,173,8,,0.25,0,0,0,0,0.25,0.25,7,0.67,0.56,0.11,0.78,0.11,0.22,0.11,0.11,0.11,2.88,0
Level 761,11,18,0%,0%,1.13,6,0%,0%,0%,123,229,15,,0.33,0,0,0,0,0,0,10,2.11,0.78,0.11,1.67,0.11,0.11,0.11,0.11,0.22,3.13,0
Level 762,11,16,0%,0%,1,8,0%,33%,0%,129,,9,,0,0,0,1.67,0,0,0,6,2.63,0.25,0,1.38,0.13,0,0,0,0.13,1.57,0
Level 763,11,21,0%,0%,1.31,10.5,0%,33%,0%,163,200,16,,0,0.67,0,0,0,0,0,13,2,0.63,0.13,2.5,0.25,0.13,0,0,0,2.86,0
Level 764,11,17,0%,0%,1.06,8.5,0%,25%,0%,192,,3,50,0,0,0,0.5,0,0,0,9,2.63,1.5,0.38,1.63,0.25,0.13,0,0,0,5.14,0
Level 765,11,18,0%,0%,1.13,6,0%,0%,0%,170,283,10,,0,0,0,0,0,0,0,10,3.11,0.89,0.33,2.56,0.22,0.33,0,0,0.11,4.43,0
Level 766,11,17,0%,0%,1.06,8.5,0%,33%,0%,180,262,11,,0,4,0,0.67,0,0,0,8,1.63,0.5,0.25,1.38,0,0,0,0,0.13,2,0
Level 767,11,16,0%,0%,1,8,0%,33%,0%,177,,4,,0,0.33,0,0.33,0,0,0,7,1.71,0.43,0.29,1.43,0,0.29,0,0,0.14,1.5,0
Level 768,11,17,0%,0%,1.06,8.5,0%,33%,0%,182,207,2,,0,2,0,0,0,0,0,13,1.86,0.43,0.86,2.29,0,0.43,0,0,0.14,5.17,0
Level 769,11,19,0%,0%,1.19,9.5,0%,33%,0%,185,,4,,0.33,0.33,0,1,0,0,0,9,1.29,0.86,0.14,2.14,0.14,0.14,0,0,0.14,1.67,0
Level 770,11,20,0%,0%,1.25,20,33%,33%,0%,164,238,8,,0,2.33,0.67,2,0,0,0,21,3.5,1.13,0.75,2.63,0.13,0.75,0,0,0,6.14,0
Level 771,11,20,0%,0%,1.25,10,0%,33%,0%,157,156,2,,0,0.67,0,0,0,0,0,8,2,0.63,0.25,0.88,0.25,0.25,0,0,0.13,2.57,0
Level 772,11,16,0%,0%,1,16,0%,67%,0%,152,,4,,0.33,0,0.33,1,0,0,0,6,1.86,0.57,0,1,0.29,0,0,0,0.29,1.83,0
Level 773,11,20,0%,0%,1.25,10,0%,33%,0%,195,178,4,,1,0.67,0,0.67,0,0,0,17,2.13,0.75,0.38,1.5,0.13,0.13,0,0,0.25,6.43,0
Level 774,11,16,0%,0%,1,8,0%,33%,0%,202,,10,,0,0.67,0,0.33,0,0,0,29,2,1,0.86,3.86,0.29,0.57,0,0,0.29,4.33,0
Level 775,11,19,0%,0%,1.19,9.5,0%,60%,0%,202,238,5,42,0,1.8,0,0.4,0,0,0,15,2.4,0.7,0.5,1.5,0.2,0.3,0,0,0.1,4.78,0
Level 776,11,19,0%,0%,1.19,9.5,20%,20%,0%,174,246,2,1,0.2,0,0.2,0,0,0,0,8,3.55,0.73,0.18,1.64,0.09,0.09,0,0,0,5.2,0
Level 777,11,16,0%,0%,1,16,33%,67%,0%,156,,3,,1.33,0,0.67,4.33,0.33,0,0,16,2.29,0.57,0.29,1.86,0.29,0.29,0,0,0,3.83,0
Level 778,11,17,0%,0%,1.06,8.5,0%,25%,0%,122,175,12,150,0.5,0,0,0.25,0,0,0,7,2.22,0.56,0.11,2.11,0.22,0.11,0,0,0,1.71,0
Level 779,11,18,0%,0%,1.13,6,0%,0%,0%,161,,8,152,0.25,0,0,0,0,0,0,27,2.44,1.33,0.89,2.56,0.78,0.67,0,0,0,4.71,0
Level 780,11,16,0%,0%,1,5.33,0%,0%,0%,151,,6,,0.33,0,0,0,0,0,0,8,1.75,0.75,0.25,1,0.25,0.25,0,0,0,1,0
Level 781,11,16,0%,0%,1,8,0%,33%,0%,137,,11,,0,0,0,1.33,0,0,0,29,3.13,0.63,0.25,2.38,0.5,0.25,0,0,0,2.33,0
Level 782,11,16,0%,0%,1,8,33%,33%,0%,138,,3,,0,3.33,0,0.67,0,0,0,15,3.13,0.38,0.38,1.63,0,0.25,0,0,0.13,6.5,0
Level 783,11,18,0%,0%,1.13,18,0%,67%,0%,204,236,2,,0,0,0.33,1.33,0.67,0,0,17,2.33,0.89,0.22,1.67,0.56,0.11,0,0,0,5,0
Level 784,11,18,9%,0%,1.13,18,0%,67%,0%,202,,4,,0.33,0.33,1,0.67,0,0,0,17,2.27,1.36,0.27,2.36,0.64,0.18,0,0,0,4.17,0
Level 785,10,15,0%,0%,1,15,0%,50%,0%,226,,1,,0,0.5,0,2,0,0,0,13,2.29,0.71,0.29,2.71,0,0.29,0,0,0,1.2,0
Level 786,10,15,0%,0%,1,,0%,100%,0%,157,,4,,0,0,0,2,0,0,0,10,1.86,1,0.43,1.86,0.29,0.43,0,0,0,2.6,0
Level 787,10,16,0%,0%,1.07,16,0%,50%,0%,197,203,9,,0,0,0.5,0.5,0,0,0,13,1.38,0.88,0.13,1.38,0.5,0.13,0,0,0,8.6,0
Level 788,10,15,0%,0%,1,15,0%,50%,50%,231,,4,,0,1,0,1.5,0,0,0.5,14,3.88,1.38,0.88,3,0.75,0.75,0,0,0,4.2,0
Level 789,10,21,0%,0%,1.4,21,0%,50%,0%,143,309,7,,0,0,0,3,0,0,0,11,2.1,0.9,0.3,2.6,0.5,0.3,0,0,0.1,4.38,0
Level 790,10,15,0%,0%,1,15,0%,50%,0%,180,,9,,0.5,1,0,0,0,0,0,22,3.29,1.71,0.29,2.57,0.71,0.29,0,0,0.14,7.2,0
Level 791,10,16,0%,0%,1.07,16,0%,50%,0%,220,115,9,,0,0,0,1.5,0,0,0,33,3.29,1.57,0.43,1.86,0.57,0.29,0,0,0.14,3.2,0
Level 792,10,16,0%,0%,1.07,8,0%,0%,0%,204,181,14,,0,0,0,0,0,0,0,15,2.43,1.29,0.57,2.86,0.14,0.43,0,0,0.14,2.6,0
Level 793,10,15,0%,0%,1,7.5,0%,0%,0%,154,,20,,0.5,0,0,0,0,0,0,19,2.71,1.43,0.43,2,0.57,0.29,0,0,0,4,0
Level 794,10,17,0%,0%,1.13,17,0%,50%,0%,173,260,2,,0,3.5,0.5,3.5,0,0,0,4,1.43,0.14,0,1,0,0,0,0,0,1,0
Level 795,10,15,0%,0%,1,7.5,0%,0%,0%,169,,5,,0,0,0,0,0,0,0,20,2,0.86,0.29,2.14,0.43,0.29,0,0,0,5.2,0
Level 796,10,15,0%,0%,1,7.5,0%,0%,0%,168,,4,,0,0,0,0,0,0,0,10,2.14,0.71,0.14,2,0.29,0.14,0,0,0,2.8,0
Level 797,10,17,0%,0%,1.13,17,0%,50%,0%,197,492,7,,0,1.5,0,0,0,0,0,12,1.38,1.13,0.38,2.13,0.38,0.38,0,0,0,4.4,0
Level 798,10,15,0%,0%,1,15,0%,50%,0%,165,,15,,0,0,0,0.5,2,0,0,13,2.29,0.86,0.43,1.86,0.43,0.29,0,0,0.14,5,0
Level 799,10,16,0%,0%,1.07,16,0%,50%,0%,114,223,5,,0.5,0,0,0.5,0,0,0,15,2.43,1.29,0.43,1.71,0.14,0.43,0,0,0.29,3.2,0
Level 800,10,15,0%,0%,1,15,0%,50%,0%,138,,0,,0,5,0,0,0,0,0,10,1.71,0.71,0.43,1.57,0,0.43,0,0,0.14,3.4,0
Level 801,10,15,0%,0%,1,7.5,0%,0%,0%,239,,7,,0,0,0,0,0,0,0,18,2,0.71,0.29,1.29,0.57,0.14,0,0,0.29,14.8,0
Level 802,10,15,0%,0%,1,7.5,0%,0%,0%,201,,13,,0,0,0,0,0,0,0,19,2.71,0.29,0.71,1.71,0.14,0.43,0,0,0.29,4,0
Level 803,10,17,0%,0%,1.13,8.5,0%,0%,0%,138,229,11,,0,0,0,0,0,0,0,7,1.64,0.36,0.36,1.27,0.18,0.18,0,0,0.09,1.67,0
Level 804,10,15,0%,0%,1,15,0%,50%,0%,129,,2,,0,0.5,0,0,0.5,0,0,19,2.86,1.43,0.71,0.43,0.71,0.43,0,0,0.14,5,0
Level 805,10,15,0%,0%,1,,0%,100%,0%,164,,5,,0,1.5,0.5,0,0,0,0,12,2.43,0.57,0.29,1.57,0.14,0.14,0,0,0.14,5.4,0
Level 806,10,17,0%,0%,1.13,17,0%,50%,0%,215,182,10,,0,0.5,0,0.5,0.5,0,0,19,2.75,0.5,0.38,2.13,0.13,0.25,0,0,0,4.17,0
Level 807,10,15,0%,0%,1,15,0%,50%,0%,235,,5,,1,1,1,1,0,0,0,11,1.71,0.57,0,2.43,0.29,0,0,0,0,2.2,0
Level 808,10,17,0%,0%,1.13,,100%,50%,0%,201,282,5,,1.5,5.5,0.5,0,0,0,0,14,3.5,1.38,0.25,3.13,0.38,0.13,0,0,0.13,2.83,0
Level 809,10,15,0%,0%,1,15,0%,50%,0%,170,,2,,0.5,0,0,1,0,0,0,13,4.29,1.29,0.14,2,0.43,0.14,0,0,0.14,3,0
Level 810,10,15,10%,0%,1,15,0%,50%,0%,216,,17,,0,1,0,0.5,2.5,0,0,31,1.86,1.57,0.29,2.71,0.86,0.29,0,0,0,7.6,0
Level 811,9,14,0%,0%,1,14,0%,0%,0%,158,,9,,0,0,0,0,0,0,0,23,1.5,0.67,0.33,1.67,0,0.33,0,0,0,8.75,0
Level 812,9,17,0%,0%,1.21,17,0%,0%,0%,206,324,1,,0,0,0,0,0,0,0,6,0.86,0.29,0.29,1.57,0.14,0.14,0,0,0,2.8,0
